"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
h1_unit2,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,Unit2,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b_fac_bu] = '1' and [event-name][h1_bu_unit1] = '2','Miramar',   if ([study_forms_arm_1][b_fac_bu] = '2' and [event-name][h1_bu_unit2] = '2', 'One North',   if ([study_forms_arm_1][b_fac_bu] = '3' and [event-name][h1_bu_unit3] = '2', 'B Wing',   if ([study_forms_arm_1][b_fac_bu] = '4' and [event-name][h1_bu_unit4] = '2', '1S',   if ([study_forms_arm_1][b_fac_bu] = '5' and [event-name][h1_bu_unit5] = '2', 'The Cove',   if ([study_forms_arm_1][b_fac_cwru] = '1' and [event-name][h1_cwru_unit1] = '2', 'South',   if ([study_forms_arm_1][b_fac_cwru] = '2' and [event-name][h1_cwru_unit2] = '2', 'Floor 3',   if ([study_forms_arm_1][b_fac_cwru] = '3' and [event-name][h1_cwru_unit3] = '2', 'Beachwood', if ([study_forms_arm_1][b_fac_cwru] = '4' and [event-name][h1_cwru_unit4] = '2', 'Mandel', if ([study_forms_arm_1][b_fac_cwru] = '5' and [event-name][h1_cwru_unit5] = '2', 'Floor 3', if ([study_forms_arm_1][b_fac_cwru] = '6' and [event-name][h1_cwru_unit6] = '2', '200 Area', if ([study_forms_arm_1][b_fac_cwru] = '7' and [event-name][h1_cwru_unit7] = '2', '100 South', if ([study_forms_arm_1][b_fac_cwru] = '8' and [event-name][h1_cwru_unit8] = '2', '200 Branch', if ([study_forms_arm_1][b_fac_cwru] = '9' and [event-name][h1_cwru_unit9] = '2', '200s', if ([study_forms_arm_1][b_fac_cwru] = '10' and [event-name][h1_cwru_unit10] = '2', '200 Wing', if ([study_forms_arm_1][b_fac_cwru] = '11' and [event-name][h1_cwru_unit11] = '2', 'Orchid Way', if ([study_forms_arm_1][b_fac_cwru] = '12' and [event-name][h1_cwru_unit12] = '2', 'Station 3', if ([study_forms_arm_1][b_fac_cwru] = '13' and [event-name][h1_cwru_unit13] = '2', 'Floor 2 Wing 2', if ([study_forms_arm_1][b_fac_cwru] = '14' and [event-name][h1_cwru_unit14] = '2', 'Floor 2 Wing 1', if ([study_forms_arm_1][b_fac_cwru] = '15' and [event-name][h1_cwru_unit15] = '2', '200 Area', if ([study_forms_arm_1][b_fac_eu] = '1' and [event-name][h1_eu_unit1] = '2', '1st Garden Trail', if ([study_forms_arm_1][b_fac_eu] = '2' and [event-name][h1_eu_unit2] = '2', ""3rd floor north, south, middle"", if ([study_forms_arm_1][b_fac_eu] = '3' and [event-name][h1_eu_unit3] = '2', '2 Green', if ([study_forms_arm_1][b_fac_jhu] = '1' and [event-name][h1_jhu_unit1] = '2', 'Third Floor',if ([study_forms_arm_1][b_fac_jhu] = '2' and [event-name][h1_jhu_unit2] = '2', 'Second Floor', if ([study_forms_arm_1][b_fac_jhu] = '3' and [event-name][h1_jhu_unit3] = '2', 'MSU', if ([study_forms_arm_1][b_fac_jhu] = '4' and [event-name][h1_jhu_unit4] = '2', 'Brook', if ([study_forms_arm_1][b_fac_jhu] = '5' and [event-name][h1_jhu_unit5] = '2', 'Chesapeake', if ([study_forms_arm_1][b_fac_jhu] = '6' and [event-name][h1_jhu_unit6] = '2', 'Prospect', if ([study_forms_arm_1][b_fac_osu] = '1' and [event-name][h1_osu_unit1] = '2', 'South Hall 1', if ([study_forms_arm_1][b_fac_osu] = '2' and [event-name][h1_osu_unit2] = '2', '2 West B', if ([study_forms_arm_1][b_fac_osu] = '3' and [event-name][h1_osu_unit3] = '2', 'B Wing', if ([study_forms_arm_1][b_fac_osu] = '4' and [event-name][h1_osu_unit4] = '2', 'B Hall', if ([study_forms_arm_1][b_fac_osu] = '5' and [event-name][h1_osu_unit5] = '2', 'B Wing', if ([study_forms_arm_1][b_fac_um] = '1' and [event-name][h1_um_unit1] = '2', ""Beech (600/700)"", if ([study_forms_arm_1][b_fac_um] = '2' and [event-name][h1_um_unit2] = '2', 'Rehab', if ([study_forms_arm_1][b_fac_um] = '3' and [event-name][h1_um_unit3] = '2', 'Lakevue B', if ([study_forms_arm_1][b_fac_um] = '4' and [event-name][h1_um_unit4] = '2', 'Lilac', if ([study_forms_arm_1][b_fac_um] = '5' and [event-name][h1_um_unit5] = '2', 'Sherwood', if ([study_forms_arm_1][b_fac_um] = '6' and [event-name][h1_um_unit6] = '2', 'McGuire', if ([study_forms_arm_1][b_fac_um] = '7' and [event-name][h1_um_unit7] = '2', ""Columbia Court (C-Wing)"", if ([study_forms_arm_1][b_fac_um] = '8' and [event-name][h1_um_unit8] = '2', 'Cedar Hall', if ([study_forms_arm_1][b_fac_up] = '1' and [event-name][h1_up_unit1] = '2', 'Hickory', if ([study_forms_arm_1][b_fac_up] = '2' and [event-name][h1_up_unit2] = '2', '1st Floor', if ([study_forms_arm_1][b_fac_up] = '3' and [event-name][h1_up_unit3] = '2', 'North', if ([study_forms_arm_1][b_fac_up] = '4' and [event-name][h1_up_unit4] = '2', '2nd Floor', if ([study_forms_arm_1][b_fac_up] = '5' and [event-name][h1_up_unit5] = '2', '3rd Floor', if ([study_forms_arm_1][b_fac_up] = '6' and [event-name][h1_up_unit6] = '2', 'Lake', '' )))))))))))))))))))))))))))))))))))))))))))))))))"
h1_unit3,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,Unit3,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b_fac_bu] = '1' and [event-name][h1_bu_unit1] = '3', 'TCU', if([study_forms_arm_1][b_fac_bu] = '2' and [event-name][h1_bu_unit2] = '3', ""RRS/One South"", if([study_forms_arm_1][b_fac_bu] = '3' and [event-name][h1_bu_unit3] = '3', 'C Wing', if([study_forms_arm_1][b_fac_bu] = '4' and [event-name][h1_bu_unit4] = '3', '2E', if([study_forms_arm_1][b_fac_bu] = '5' and [event-name][h1_bu_unit5] = '3', 'The Hill', if([study_forms_arm_1][b_fac_cwru] = '1' and [event-name][h1_cwru_unit1] = '3', 'Dom Plus', if([study_forms_arm_1][b_fac_cwru] = '2' and [event-name][h1_cwru_unit2] = '3', 'Floor 4', if([study_forms_arm_1][b_fac_cwru] = '3' and [event-name][h1_cwru_unit3] = '3', 'Friedman', if([study_forms_arm_1][b_fac_cwru] = '7' and [event-name][h1_cwru_unit7] = '3', '200 North', if([study_forms_arm_1][b_fac_cwru] = '8' and [event-name][h1_cwru_unit8] = '3', '300 Branch', if([study_forms_arm_1][b_fac_cwru] = '9' and [event-name][h1_cwru_unit9] = '3', '300s', if([study_forms_arm_1][b_fac_cwru] = '10' and [event-name][h1_cwru_unit10(3)] ='1','300 Wing', if([study_forms_arm_1][b_fac_cwru] = '11' and [event-name][h1_cwru_unit11(3)] ='1', 'Daisy Avenue', if([study_forms_arm_1][b_fac_cwru] = '12' and [event-name][h1_cwru_unit12(3)] ='1', 'Memory Care Neighborhood', if([study_forms_arm_1][b_fac_cwru] = '13' and [event-name][h1_cwru_unit13(3)] ='1', 'Floor 2 Wing 3', if([study_forms_arm_1][b_fac_cwru] = '14' and [event-name][h1_cwru_unit14(3)] ='1', 'Floor 2 Wing 2', if([study_forms_arm_1][b_fac_eu] = '1' and [event-name][h1_eu_unit1] = '3', '2nd Westing Way', if([study_forms_arm_1][b_fac_eu] = '2' and [event-name][h1_eu_unit2] = '3', ""4th floor north, south, middle"", if([study_forms_arm_1][b_fac_eu] = '3' and [event-name][h1_eu_unit3] = '3', '2 Pink', if([study_forms_arm_1][b_fac_jhu] = '3' and [event-name][h1_jhu_unit3] = '3', '2 Renn', if([study_forms_arm_1][b_fac_jhu] = '4' and [event-name][h1_jhu_unit4] = '3', 'Broadway', if([study_forms_arm_1][b_fac_jhu] = '5' and [event-name][h1_jhu_unit5] = '3', 'IP', if([study_forms_arm_1][b_fac_osu] = '1' and [event-name][h1_osu_unit1] = '3', 'South Hall 2', if([study_forms_arm_1][b_fac_osu] = '2' and [event-name][h1_osu_unit2] = '3', '3 West A', if([study_forms_arm_1][b_fac_osu] = '3' and [event-name][h1_osu_unit3] = '3', 'C Wing', if([study_forms_arm_1][b_fac_osu] = '4' and [event-name][h1_osu_unit4] = '3', 'C Hall', if([study_forms_arm_1][b_fac_osu] = '5' and [event-name][h1_osu_unit5] = '3', 'C Wing', if([study_forms_arm_1][b_fac_um] = '1' and [event-name][h1_um_unit1] = '3', ""Cypress (100/200)"", if([study_forms_arm_1][b_fac_um] = '3' and [event-name][h1_um_unit3] = '3', 'Valleyvue A', if([study_forms_arm_1][b_fac_um] = '4' and [event-name][h1_um_unit4] = '3', 'Appleblossom', if([study_forms_arm_1][b_fac_um] = '5' and [event-name][h1_um_unit5] = '3', 'Camelot', if([study_forms_arm_1][b_fac_um] = '6' and [event-name][h1_um_unit6] = '3', ""COVID (4-bed unit)"", if([study_forms_arm_1][b_fac_um] = '7' and [event-name][h1_um_unit7] = '3', ""Dovecote Drive (D-Wing)"", if([study_forms_arm_1][b_fac_um] = '8' and [event-name][h1_um_unit8] = '3', 'Oak Hall', if([study_forms_arm_1][b_fac_up] = '1' and [event-name][h1_up_unit1] = '3', 'Redwood', if([study_forms_arm_1][b_fac_up] = '2' and [event-name][h1_up_unit2] = '3', ""Transitional Care Unit (TRU)"", if([study_forms_arm_1][b_fac_up] = '3' and [event-name][h1_up_unit3] = '3', 'West', if([study_forms_arm_1][b_fac_up] = '4' and [event-name][h1_up_unit4] = '3', '3rd Floor', if([study_forms_arm_1][b_fac_up] = '5' and [event-name][h1_up_unit5] = '3', 'Transitional Care Unit', if([study_forms_arm_1][b_fac_up] = '6' and [event-name][h1_up_unit6] = '3', 'West', '')))))))))))))))))))))))))))))))))))))))))"
h1_unit4,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,Unit4,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b_fac_bu] = '1' and [event-name][h1_bu_unit1] = '4', 'The Avenue', if([study_forms_arm_1][b_fac_bu] = '2' and [event-name][h1_bu_unit2] = '4', 'Two East', if([study_forms_arm_1][b_fac_bu] = '3' and [event-name][h1_bu_unit3] = '4', 'D Wing', if([study_forms_arm_1][b_fac_bu] = '4' and [event-name][h1_bu_unit4] = '4', '2S', if([study_forms_arm_1][b_fac_bu] = '5' and [event-name][h1_bu_unit5] = '4', 'Green Homes', if([study_forms_arm_1][b_fac_cwru] = '3' and [event-name][h1_cwru_unit3] = '4', 'Shaker', if([study_forms_arm_1][b_fac_cwru] = '7' and [event-name][h1_cwru_unit7] = '4', '200 South', if([study_forms_arm_1][b_fac_cwru] = '8' and [event-name][h1_cwru_unit8] = '4', '400 Branch', if([study_forms_arm_1][b_fac_cwru] = '9' and [event-name][h1_cwru_unit9] = '4', '400s', if([study_forms_arm_1][b_fac_cwru] = '10' and [event-name][h1_cwru_unit10] = '4', '400 Wing', if([study_forms_arm_1][b_fac_cwru] = '11' and [event-name][h1_cwru_unit11] = '4', 'Iris Court', if([study_forms_arm_1][b_fac_cwru] = '13' and [event-name][h1_cwru_unit13] = '4', 'Floor 3 Wing 1', if([study_forms_arm_1][b_fac_cwru] = '14' and [event-name][h1_cwru_unit14] = '4', 'Floor 2 Wing 3', if([study_forms_arm_1][b_fac_eu] = '1' and [event-name][h1_eu_unit1] = '4', 'Basement Tailor Lane', if([study_forms_arm_1][b_fac_eu] = '3' and [event-name][h1_eu_unit3] = '4', '3 Blue', if([study_forms_arm_1][b_fac_jhu] = '3' and [event-name][h1_jhu_unit3] = '4', '2 West', if([study_forms_arm_1][b_fac_jhu] = '5' and [event-name][h1_jhu_unit5] = '4', 'Atlantic 1', if([study_forms_arm_1][b_fac_osu] = '1' and [event-name][h1_osu_unit1] = '4', 'West Hall', if([study_forms_arm_1][b_fac_osu] = '2' and [event-name][h1_osu_unit2] = '4', '3 West B', if([study_forms_arm_1][b_fac_osu] = '5' and [event-name][h1_osu_unit5] = '4', 'D Wing', if([study_forms_arm_1][b_fac_um] = '1' and [event-name][h1_um_unit1] = '4',  ""Meadows (500)"", if([study_forms_arm_1][b_fac_um] = '3' and [event-name][h1_um_unit3] = '4', 'Valleyvue B', if([study_forms_arm_1][b_fac_um] = '4' and [event-name][h1_um_unit4] = '4', 'Wildflower', if([study_forms_arm_1][b_fac_um] = '7' and [event-name][h1_um_unit7] = '4', ""East-Redies"", if([study_forms_arm_1][b_fac_up] = '1' and [event-name][h1_up_unit1] = '4', 'Willows' ,''))))))))))))))))))))))))))"
h1_unit5,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,Unit5,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b_fac_bu] = '1' and [event-name][h1_bu_unit1] = '5', 'The Boulevard', if ([study_forms_arm_1][b_fac_bu] = '2' and [event-name][h1_bu_unit2] = '5', 'Two North', if ([study_forms_arm_1][b_fac_bu] = '3' and [event-name][h1_bu_unit3] = '5', 'E Wing', if ([study_forms_arm_1][b_fac_bu] = '4' and [event-name][h1_bu_unit4] = '5', '3N', if ([study_forms_arm_1][b_fac_cwru] = '3' and [event-name][h1_cwru_unit3] = '5', 'Euclid', if ([study_forms_arm_1][b_fac_cwru] = '7' and [event-name][h1_cwru_unit7] = '5', '300 North', if ([study_forms_arm_1][b_fac_cwru] = '13' and [event-name][h1_cwru_unit13] = '5', 'Floor 3 Wing 2', if ([study_forms_arm_1][b_fac_eu] = '3' and [event-name][h1_eu_unit3] = '5',  '3 Green', if ([study_forms_arm_1][b_fac_jhu] = '3' and [event-name][h1_jhu_unit3] = '5', '3 South', if ([study_forms_arm_1][b_fac_jhu] = '5' and [event-name][h1_jhu_unit5] = '5', 'Atlantic 2', if ([study_forms_arm_1][b_fac_osu] = '2' and [event-name][h1_osu_unit2] = '5', '4 West A', if ([study_forms_arm_1][b_fac_osu] = '5' and [event-name][h1_osu_unit5] = '5', 'E Wing', if ([study_forms_arm_1][b_fac_um] = '3' and [event-name][h1_um_unit3] = '5', 'Horizonvue A', if ([study_forms_arm_1][b_fac_um] = '4' and [event-name][h1_um_unit4] = '5', 'Birch', if ([study_forms_arm_1][b_fac_um] = '7' and [event-name][h1_um_unit7] = '5', ""North-Redies"",'' ))))))))))))))))"
h1_unit6,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,Unit6,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b_fac_bu] = '2' and [event-name][h1_bu_unit2] = '6', 'Two South', if([study_forms_arm_1][b_fac_bu] = '4' and [event-name][h1_bu_unit4] = '6','3S', if([study_forms_arm_1][b_fac_cwru] = '3' and [event-name][h1_cwru_unit3] = '6','Marcus', if([study_forms_arm_1][b_fac_cwru] = '7' and [event-name][h1_cwru_unit7] = '6', '300 South', if([study_forms_arm_1][b_fac_cwru] = '13' and [event-name][h1_cwru_unit13] = '6','Floor 3 Wing 3', if ([study_forms_arm_1][b_fac_eu] = '3' and [event-name][h1_eu_unit3] = '6', '3 Pink', if ([study_forms_arm_1][b_fac_jhu] = '3' and [event-name][h1_jhu_unit3] = '6', '2 South', if ([study_forms_arm_1][b_fac_jhu] = '5' and [event-name][h1_jhu_unit5] = '6', 'MSU', if ([study_forms_arm_1][b_fac_osu] = '2' and [event-name][h1_osu_unit2] = '6', '4 West B','' ))))))))))"
h1_unit7,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,Unit7,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b_fac_bu] = '4' and [event-name][h1_bu_unit4] = '7', 'Vent', if([study_forms_arm_1][b_fac_cwru] = '3' and [event-name][h1_cwru_unit3] = '7', 'Heights',  if([study_forms_arm_1][b_fac_jhu] = '3' and [event-name][h1_jhu_unit3] = '7', '3 South',  if([study_forms_arm_1][b_fac_osu] = '2' and [event-name][h1_osu_unit2] = '7','5 West A', '')))))"
h1_unit8,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,Unit8,,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b_fac_osu] = '2' and [event-name][h1_osu_unit2] = '8','5 West B', '' ))"
h1_room_num,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"Room Number:",,,,,,,,,,,,," @DEFAULT='[d1_room_num]'"
h1_tier1_test,resident_pcr_and_rapid_antigen_test_appendix_h1,,dropdown,"6. Which Tier is this test a part of?","1, Tier 1 (Unit/Facility-Wide Testing, regardless of consent) | 2, Tier 1 (Consented Roommate Testing)",,,,,,[event-name]='tier_1_testing_arm_1',y,,,,,
h1_tier23_test,resident_pcr_and_rapid_antigen_test_appendix_h1,,dropdown,"6. Which Tier is this test a part of?","3, Tier 2 (Days 1-14) | 4, Tier 3 (Days 15-90)",,,,,,[event-name]<>'tier_1_testing_arm_1',y,,,,," @IF([event-name]='illness_1_day_1_arm_1' OR [event-name]='illness_1_day_2_arm_1' OR [event-name]='illness_1_day_3_arm_1' OR [event-name]='illness_1_day_4_arm_1' OR [event-name]='illness_1_day_5_arm_1' OR [event-name]='illness_1_day_6_arm_1' OR [event-name]='illness_1_day_7_arm_1' OR [event-name]='illness_1_day_8_arm_1' OR [event-name]='illness_1_day_9_arm_1' OR [event-name]='illness_1_day_10_arm_1' OR [event-name]='illness_1_day_11_arm_1' OR [event-name]='illness_1_day_12_arm_1' OR [event-name]='illness_1_day_13_arm_1' OR [event-name]='illness_1_day_14_arm_1', @DEFAULT='3' @READONLY, '') @IF([event-name]='op_ill_1_w3_t1_arm_1' OR [event-name]='op_ill_1_w3_t2_arm_1' OR [event-name]='op_ill_1_w4_t1_arm_1' OR [event-name]='op_ill_1_w4_t2_arm_1' OR [event-name]='op_ill_1_w5_t1_arm_1' OR [event-name]='op_ill_1_w5_t2_arm_1' OR [event-name]='op_ill_1_week_6_arm_1' OR [event-name]='op_ill_1_week_7_arm_1' OR [event-name]='op_ill_1_week_8_arm_1' OR [event-name]='op_ill_1_week_9_arm_1' OR [event-name]='op_ill_1_week_10_arm_1' OR [event-name]='op_ill_1_week_11_arm_1' OR [event-name]='op_ill_1_week_12_arm_1' OR [event-name]='op_ill_1_week_13_arm_1', @DEFAULT='4' @READONLY, '')"
h1_specimen_date,resident_pcr_and_rapid_antigen_test_appendix_h1,,text,"7.  Date of specimen collection:",,mm-dd-yyyy,date_mdy,2023-02-01,today,,[event-name]='tier_1_testing_arm_1',y,,,,," @FORCE-MINMAX"
h1_tier1_script,resident_pcr_and_rapid_antigen_test_appendix_h1,,descriptive,"<div class=""rich-text-field-label""><p>STUDY STAFF READ SCRIPT:<br /><br /><span style=""font-weight: normal;"">Good morning/afternoon/evening,  </span><br /><br /><span style=""font-weight: normal;"">My name is [user-fullname], and I am a member of the INHERENT study staff. The INHERENT study is a study about COVID-19 in nursing homes being conducted by the CDC, Abt Associates, and [study_forms_arm_1][b_site]. INHERENT staff are helping your nursing home staff conduct COVID-19 testing according to public health guidelines. </span><br /><br /><span style=""font-weight: normal;"">Someone in your unit or facility recently tested positive for COVID-19, so you are being tested as recommended by public health guidelines. INHERENT staff are helping your nursing home staff conduct this COVID-19 testing. We are asking you to provide two nasal swabs today and, if you test negative for COVID-19, we will provide testing for [# - depends on whether consented roommate or other individual] more days in the coming week. Your swabs will also be tested for influenza , the virus that causes the flu. </span><br /><span style=""font-weight: normal;""> </span><br /><span style=""font-weight: normal;"">We will provide your results to the nursing home. If needed, someone from your nursing home care team will follow up with you about  next steps.  </span><br /><span style=""font-weight: normal;""> </span><br /><span style=""font-weight: normal;"">Do you have any questions before I take the swabs? Is it OK if I collect the swabs now? </span><br /><br /></p></div>",,,,,,,[h1_tier1_test]<>'',,,,,,
h1_tier2_script1,resident_pcr_and_rapid_antigen_test_appendix_h1,,descriptive,"<div class=""rich-text-field-label""><p>STUDY STAFF READ SCRIPT:<br /><br /><span style=""font-weight: normal;"">Good morning/afternoon/evening,  </span><br /><br /><span style=""font-weight: normal;"">My name is [user-fullname], and I am a member of the INHERENT study staff. You previously agreed to participate in the INHERENT study, which is being conducted by the CDC, Abt Associates, and [study_forms_arm_1][b_site] to better understand COVID-19 in nursing homes. </span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">You tested positive for COVID-19 on [study_forms_arm_1][tier2_date]. As part of this study, we are asking you to provide two nasal swabs each day for 14 days after your first positive test.</span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""> </p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">The nasal swab I'm taking today is for the study. If your rapid antigen test result is positive, we will provide the result to the nursing home. Your healthcare provider may order other tests as part of your medical care.  </span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""> </p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">Do you have any questions before I collect the nasal swab? Is it OK if I take the swabs now?</span></p></div>",,,,,,,"[h1_tier23_test]='3' and  [study_forms_arm_1][b_assist]='0'",,,,,,
h1_tier2_script2,resident_pcr_and_rapid_antigen_test_appendix_h1,,descriptive,"<div class=""rich-text-field-label""><p>STUDY STAFF READ SCRIPT:<br /><br /><span style=""font-weight: normal;"">Good morning/afternoon/evening,  </span><br /><br /><span style=""font-weight: normal;"">My name is [user-fullname], and I am a member of the INHERENT study staff. Your legal guardian previously agreed that you could participate in the INHERENT study, which is being conducted by the CDC, Abt Associates, and [study_forms_arm_1][b_site] to better understand COVID-19 in nursing homes.</span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">You tested positive for COVID-19 on [study_forms_arm_1][tier2_date]. As part of this study, we are asking you to provide two nasal swabs each day for 14 days after your first positive test. </span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""> </p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">Even though your legal guardian said you could participate in the study you can refuse the swabs.  </span></p> <p><span style=""font-weight: normal;"">The nasal swabs I'm collecting today are for the study and will be tested for the viruses that cause COVID-19 and the flu. If needed, someone from your nursing home care team will follow up with you about next steps.</span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;""> Your healthcare provider may order other tests as part of your medical care.</span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""> </p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">Do you have any questions before I collect the nasal swab? Is it OK if I take the swabs now?</span></p></div>",,,,,,,"[h1_tier23_test]='3' and  [study_forms_arm_1][b_assist]='1'",,,,,,
h1_tier3_script1,resident_pcr_and_rapid_antigen_test_appendix_h1,,descriptive,"<div class=""rich-text-field-label""><p>STUDY STAFF READ SCRIPT:<br /><br /><span style=""font-weight: normal;"">Good morning/afternoon/evening,  </span><br /><br /><span style=""font-weight: normal;"">My name is [user-fullname], and I am a member of the INHERENT study staff. You previously agreed to participate in the INHERENT study, which is being conducted by the CDC, Abt Associates, and [study_forms_arm_1][b_site] to better understand COVID-19 in nursing homes. </span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">Thank you for your continued participation in our study. We are now collecting two swabs twice weekly for 2 weeks and then weekly for up to 90 days. </span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""> </p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">The nasal swabs I'm collecting today are for the study and will be tested for the viruses that cause COVID-19 and the flu. If needed, someone from your nursing home care team will follow up with you about next steps.</span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""> </p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">Do you have any questions before I collect the nasal swab? Is it OK if I take the swabs now?</span></p></div>",,,,,,,"[h1_tier23_test]='4' and [study_forms_arm_1][b_assist]='0'",,,,,,
h1_tier3_script2,resident_pcr_and_rapid_antigen_test_appendix_h1,,descriptive,"<div class=""rich-text-field-label""><p>STUDY STAFF READ SCRIPT:<br /><br /><span style=""font-weight: normal;"">Good morning/afternoon/evening,  </span><br /><br /><span style=""font-weight: normal;"">My name is [user-fullname], and I am a member of the INHERENT study staff. Your legal guardian previously agreed that you could participate in the INHERENT study, which is being conducted by the CDC, Abt Associates, and [study_forms_arm_1][b_site] to better understand COVID-19 in nursing homes.</span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">Thank you for your continued participation in our study. We are now collecting two swabs twice weekly for 2 weeks and then weekly for up to 90 days. </span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""> </p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">Even though your legal guardian said you could participate in the study you can refuse the swabs.  </span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""> </p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">The nasal swabs I'm collecting today are for the study and will be tested for the viruses that cause COVID-19 and the flu. If needed, someone from your nursing home care team will follow up with you about next steps.</span></p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""> </p> <p class=""paragraph"" style=""margin: 0in; vertical-align: baseline;""><span style=""font-weight: normal;"">Do you have any questions before I collect the nasal swab? Is it OK if I take the swabs now?</span></p></div>",,,,,,,"[h1_tier23_test]='4' and  [study_forms_arm_1][b_assist]='1'",,,,,,
